293.143,0.00807012
292.376,0.00774234
291.771,0.00744946
291.299,0.00718751
290.94,0.00695299
290.672,0.00674286
290.481,0.00655444
290.353,0.00638535
290.276,0.00623351
290.24,0.00609707
290.237,0.00597436
290.261,0.00586393
290.305,0.00576447
290.364,0.00567481
290.435,0.00559393
290.514,0.00552089
290.598,0.00545486
290.685,0.00539511
290.773,0.00534097
290.86,0.00529185
290.946,0.00524723
291.03,0.00520662
291.11,0.00516961
291.186,0.00513581
291.259,0.00510489
291.326,0.00507655
291.389,0.0050505
291.448,0.00502652
291.501,0.00500438
291.55,0.00498388
291.595,0.00496486
291.635,0.00494715
291.67,0.00493063
291.702,0.00491515
291.729,0.00490062
291.753,0.00488693
291.773,0.004874
291.79,0.00486174
291.804,0.00485008
291.814,0.00483896
291.822,0.00482832
291.828,0.00481811
291.83,0.00480829
291.831,0.00479881
291.829,0.00478965
291.826,0.00478075
291.82,0.00477211
291.813,0.00476368
291.805,0.00475546
291.794,0.00474741
291.783,0.00473952
291.77,0.00473176
291.757,0.00472414
291.742,0.00471663
291.726,0.00470923
291.71,0.00470191
291.692,0.00469468
291.674,0.00468752
291.655,0.00468043
291.636,0.00467339
291.616,0.00466641
291.595,0.00465948
291.574,0.0046526
291.553,0.00464574
291.531,0.00463893
291.509,0.00463215
291.487,0.00462539
291.464,0.00461867
291.441,0.00461196
291.418,0.00460527
291.394,0.00459862
291.37,0.00459197
291.347,0.00458532
291.323,0.00457873
291.298,0.00457213
291.274,0.00456554
291.25,0.00455895
291.225,0.00455239
291.201,0.00454585
291.176,0.00453931
291.151,0.00453277
291.127,0.00452624
291.102,0.0045197
291.077,0.00451317
291.052,0.00450669
291.027,0.00450021
291.002,0.00449372
290.977,0.00448724
290.951,0.00448076
290.926,0.00447428
290.901,0.0044678
290.876,0.00446131
290.851,0.00445483
290.826,0.0044484
290.8,0.00444198
290.775,0.00443555
290.75,0.00442913
290.725,0.0044227
290.7,0.00441627
290.674,0.00440985
290.649,0.00440342
290.624,0.004397
290.599,0.00439057
290.574,0.00438414
290.549,0.00437776
290.523,0.00437139
290.498,0.00436502
290.473,0.00435865
290.448,0.00435228
290.423,0.00434591
290.398,0.00433954
290.373,0.00433317
290.348,0.0043268
290.323,0.00432043
290.298,0.00431406
290.273,0.00430773
290.248,0.00430141
290.224,0.0042951
290.199,0.00428878
290.174,0.00428247
290.149,0.00427615
290.124,0.00426984
290.099,0.00426352
290.074,0.00425721
290.049,0.0042509
290.024,0.00424461
290,0.00423835
289.975,0.00423209
289.95,0.00422583
289.926,0.00421957
289.901,0.00421331
289.876,0.00420705
289.851,0.0042008
289.827,0.00419454
289.802,0.00418828
289.778,0.00418207
289.753,0.00417587
289.729,0.00416967
289.704,0.00416346
289.68,0.00415726
289.655,0.00415106
289.631,0.00414486
289.606,0.00413865
289.582,0.00413245
289.557,0.00412631
289.533,0.00412016
289.509,0.00411401
289.485,0.00410787
289.46,0.00410172
289.436,0.00409557
289.412,0.00408943
289.388,0.00408328
289.363,0.00407718
289.339,0.00407108
289.315,0.00406499
289.291,0.0040589
289.267,0.00405281
289.243,0.00404672
289.219,0.00404063
289.195,0.00403454
289.171,0.0040285
289.147,0.00402246
289.123,0.00401643
289.099,0.00401039
289.075,0.00400436
289.051,0.00399832
289.028,0.00399229
289.004,0.00398627
288.98,0.00398029
288.957,0.00397431
288.933,0.00396834
288.909,0.00396236
288.886,0.00395638
288.862,0.0039504
288.838,0.00394443
288.815,0.00393851
288.791,0.00393258
288.768,0.00392666
288.745,0.00392074
288.721,0.00391481
288.698,0.00390889
288.674,0.00390298
288.651,0.00389709
288.628,0.00389121
288.605,0.00388535
288.581,0.00387948
288.558,0.00387362
288.535,0.00386778
288.512,0.00386195
288.489,0.00385611
288.466,0.0038503
288.443,0.00384449
288.42,0.00383868
288.397,0.00383289
288.374,0.00382711
288.351,0.00382133
288.328,0.00381557
288.305,0.00380981
288.283,0.00380406
288.26,0.00379833
288.237,0.0037926
288.214,0.00378687
288.192,0.00378117
288.169,0.00377547
288.147,0.00376977
288.124,0.00376409
288.102,0.00375842
288.079,0.00375275
288.057,0.00374711
288.034,0.00374146
288.012,0.00373583
287.99,0.00373021
287.967,0.0037246
287.945,0.00371899
287.923,0.0037134
287.901,0.00370782
287.879,0.00370225
287.857,0.00369669
287.835,0.00369113
287.813,0.0036856
287.791,0.00368007
287.769,0.00367455
287.747,0.00366905
287.725,0.00366354
287.703,0.00365807
287.682,0.00365259
287.66,0.00364713
287.638,0.00364168
287.617,0.00363624
287.595,0.00363082
287.574,0.0036254
287.552,0.00362
287.531,0.0036146
287.509,0.00360922
287.488,0.00360386
287.467,0.0035985
287.446,0.00359316
287.424,0.00358783
287.403,0.00358252
287.382,0.00357721
287.361,0.00357192
287.34,0.00356664
287.319,0.00356138
287.299,0.00355613
287.278,0.00355089
287.257,0.00354567
287.236,0.00354046
287.216,0.00353527
287.195,0.00353009
287.175,0.00352492
287.154,0.00351978
287.134,0.00351464
287.114,0.00350952
287.093,0.00350442
287.073,0.00349933
287.053,0.00349426
287.033,0.0034892
287.013,0.00348417
286.993,0.00347914
286.974,0.00347414
286.954,0.00346915
286.934,0.00346418
286.915,0.00345923
286.895,0.0034543
286.876,0.00344938
286.856,0.00344449
286.837,0.00343962
286.818,0.00343476
