[24,5]
0.07	0	0.000000	0.547959	0.465538
0.07	5	0.000000	0.625743	0.308268
0.07	6.25	0.000000	0.859533	0.107587
0.07	12.5	0.000000	1.710552	-0.681624
0.2	0	0.000000	0.473757	0.527487
0.2	5	0.000000	0.636732	0.294108
0.2	6.25	0.123639	0.432008	0.440640
0.2	12.5	0.080103	1.471191	-0.547645
0.4	0	-0.043739	0.599345	0.427938
0.4	5	0.054539	0.299349	0.645489
0.4	6.25	0.100427	0.351170	0.483096
0.4	12.5	0.175853	0.568029	0.223168
0.6	0	-0.069086	0.793503	0.287883
0.6	5	0.029377	0.402683	0.594877
0.6	6.25	0.066082	0.524015	0.376383
0.6	12.5	0.145046	0.567979	0.264523
0.8	0	-0.036376	0.781825	0.258777
0.8	5	0.011009	0.551640	0.435343
0.8	6.25	-0.001580	1.127839	-0.084281
0.8	12.5	0.093950	1.114736	-0.111437
0.93	0	0.002138	0.655048	0.380640
0.93	5	0.031260	0.526521	0.418668
0.93	6.25	0.102993	0.946754	-0.122071
0.93	12.5	0.202243	1.119405	-0.353569
